name|ra|dec|vmag|class|bii|bv_color|lii|radvel
HR 6026|16 11 58.61|-19 26 58.9|6.30|STAR B8V|22.71100|0.13|354.61400|-14
HR 6027|16 11 59.69|-19 27 38.2|4.01|STAR B3V|22.70050|0.04|354.60900|2
HR 6028|16 12 18.19|-27 55 35.0|4.59|STAR B2V|16.83550|-0.16|348.11600|10
HR 6029|16 12 15.91|-28 25 03.0|5.67|STAR B9V|16.49760|0.01|347.74400|-3
HR 603|02 03 54.00|+42 19 46.9|2.26|STAR K3II|-18.55890|1.37|136.96500|-12
HR 6030|16 15 26.30|-63 41 08.2|3.85|STAR G2I|-9.23280|1.11|323.36000|-5
HR 6031|16 12 00.00|-10 03 51.1|4.94|STAR A3IV|28.81220|0.09|2.54070|-6
HR 6032|16 11 29.69|+09 42 45.0|6.53|STAR F0IV|39.83910|0.24|22.52750|-27
HR 6033|16 12 07.30|-08 32 51.0|5.43|STAR A4V|29.73130|0.12|3.92420|5
HR 6034|16 03 31.30|+76 47 37.0|5.56|STAR A3V|35.44510||110.89900|-16
HR 6035|16 11 28.70|+16 39 56.2|6.08|STAR A0V|42.74200|0.02|30.94240|-17
HR 6036|16 09 02.90|+57 56 16.1|6.33|STAR A1V|43.93730||88.89420|-10
HR 6037|16 17 05.50|-67 56 29.0|5.75|STAR A4V|-12.36520|0.15|320.42100|-9
HR 6038|16 09 25.99|+55 49 44.0|6.49|STAR K0|44.58100||86.08900|-15
HR 6039|16 11 37.99|+23 29 40.9|5.70|STAR M4III|44.90220|1.56|39.92830|-25
HR 604|02 03 54.70|+42 19 50.9|4.84|STAR B8V|-18.55720|0.03|136.96700|-14
HR 6040|16 15 49.70|-57 54 43.9|5.63|STAR A3III|-5.13040|0.14|327.45500|-15
HR 6041|16 12 56.50|-04 13 14.9|6.25|STAR A1V|32.17370|0.13|8.09620|-16
HR 6042|16 13 45.70|-24 25 18.8|6.41|STAR B5V|19.02860|0.04|351.01000|6
HR 6043|16 11 39.70|+33 20 33.0|6.29|STAR K2III|46.71760|1.20|53.83420|0
HR 6044|16 14 22.30|-33 00 41.0|5.92|STAR K0III|12.94060|1.02|344.70200|-23
HR 6045|16 15 15.31|-47 22 19.9|5.14|STAR B8V|2.53250|-0.13|334.70000|1
HR 6046|16 11 48.00|+36 25 30.0|5.63|STAR K3III|46.90260|1.34|58.33070|-31
HR 6047|16 13 15.41|+05 01 16.0|5.48|STAR|37.18430|1.47|17.55100|-2
HR 6048|16 13 50.90|-11 50 15.0|5.22|STAR K3III|27.34330|1.42|1.30280|-25
HR 6049|16 15 24.00|-42 53 58.9|6.14|STAR K2III|5.73800|1.11|337.82800|4
HR 605|02 03 39.29|+25 56 08.2|5.63|STAR F8IV|-34.16080|0.54|142.61500|16
HR 6050|16 11 47.59|+42 22 27.8|5.87|STAR K4II|46.81630|1.45|67.03490|-21
HR 6051|16 14 28.80|-21 06 27.0|6.41|STAR A0V|21.16130|-0.01|353.71800|-8
HR 6052|16 12 45.31|+26 40 14.9|6.50|STAR F3V|45.42810|0.39|44.38600|-8
HR 6053|16 14 39.10|-18 32 07.1|6.32|STAR K2III|22.85070|1.09|355.81000|-17
HR 6054|16 14 53.59|-25 28 36.8|6.05|STAR B7IV|18.11750|0.04|350.38700|-8
HR 6055|16 16 43.10|-53 48 40.0|5.44|STAR M2III|-2.26920|1.73|330.40300|-28
HR 6056|16 14 20.69|-03 41 39.8|2.74|STAR M0III|32.19670|1.58|8.84270|-20
HR 6057|16 14 13.49|+05 54 06.8|6.31|STAR K2III|37.41910|1.15|18.66040|-21
HR 6058|16 17 00.91|-50 04 05.9|4.99|STAR F9I|0.38900|0.80|333.03800|-17
HR 6059|16 17 20.90|-53 05 12.1|6.33|STAR A8IV|-1.81430|0.27|330.97500|-24
HR 606|02 02 28.10|-29 39 54.0|6.42|STAR A3III|-74.19080|0.14|226.33300|12
HR 6060|16 15 37.30|-08 22 09.8|5.50|STAR G2V|29.15700|0.65|4.69520|11
HR 6061|16 15 51.50|-14 50 57.1|6.09|STAR A0V|25.04310|0.06|359.06900|-11
HR 6062|16 18 51.89|-57 53 58.9|6.49|STAR F8I|-5.40350|1.00|327.75400|5
HR 6063|16 14 40.80|+33 51 31.0|5.64|STAR G0V|46.14140|0.51|54.66690|-11
HR 6064|16 14 40.80|+33 51 29.9|6.66|STAR G1V|46.14140||54.66650|-17
HR 6065|16 15 28.70|+18 48 29.9|5.69|STAR K3III|42.61560|1.12|34.12760|-18
HR 6066|16 16 58.80|-21 18 14.0|6.61|STAR B9V|20.59760|0.02|353.98100|-8
HR 6067|16 16 55.30|-03 57 11.9|6.18|STAR A9V|31.52290|0.31|9.03290|-8
HR 6068|16 15 47.40|+27 25 19.9|6.14|STAR K2|44.92760|1.31|45.63140|-11
HR 6069|16 12 25.10|+67 08 39.1|6.21|STAR G8III|39.88510|0.99|100.03000|-10
HR 607|02 03 11.69|+00 07 41.9|5.43|STAR A5III|-57.74660|0.15|158.18300|13
HR 6070|16 18 17.90|-28 36 50.0|4.78|STAR A0V|15.40820|0.02|348.55600|-13
HR 6071|16 19 17.69|-42 40 26.0|5.45|STAR A3V|5.39940|0.10|338.49900|-15
HR 6072|16 19 50.40|-50 09 20.2|4.02|STAR G8III|0.01010|1.08|333.30100|-29
HR 6073|16 20 25.20|-55 08 24.0|5.77|STAR K0III|-3.59450|0.97|329.85500|0
HR 6074|16 16 44.81|+29 09 01.1|5.78|STAR A3V|45.05650|0.07|48.08630|7
HR 6075|16 18 19.30|-04 41 33.0|3.24|STAR G9III|30.80980|0.96|8.56590|-10
HR 6076|16 19 07.70|-20 13 04.1|6.29|STAR K5III|20.94540|1.08|355.20500|8
HR 6077|16 19 32.69|-30 54 24.1|5.49|STAR F6III|13.62910|0.47|347.03600|-8
HR 6078|16 19 00.41|-14 52 21.0|5.94|STAR K4III|24.44470|1.52|359.58600|-42
HR 6079|16 10 49.51|+75 52 39.0|5.48|STAR B8V|35.60770|-0.11|109.67100|-1
HR 608|02 02 58.61|-15 18 20.9|5.86|STAR G3IV|-69.60390|0.98|181.13700|6
HR 6080|16 20 32.59|-39 25 50.9|6.12|STAR B9V|7.52650|-0.07|340.97500|3
HR 6081|16 20 38.21|-24 10 09.8|4.55|STAR A5II|18.05020|0.84|352.32800|-8
HR 6082|16 12 32.21|+75 12 38.2|6.39|STAR K2IV|35.87890||108.90900|-26
HR 6083|16 22 28.01|-49 34 19.9|5.33|STAR B6IV|0.12500|-0.04|334.01300|-10
HR 6084|16 21 11.30|-25 35 34.1|2.89|STAR B1III|16.99900|0.13|351.31300|3
HR 6085|16 22 28.90|-43 54 43.9|5.88|STAR G3II|4.11380|1.16|338.03200|-11
HR 6086|16 17 15.31|+59 45 18.0|5.40|STAR M4III|42.31920|1.63|90.73770|-36
HR 6087|16 20 04.30|+21 07 57.0|6.05|STAR G8III|42.35070|0.94|37.58390|-25
HR 6088|16 14 33.50|+73 23 42.0|5.98|STAR A3V|36.71140|0.08|106.90000|-15
HR 6089|16 25 22.01|-63 07 28.9|6.15|STAR A1V|-9.63230|0.03|324.55500|31
HR 609|02 03 42.60|+18 15 11.9|6.21|STAR|-41.35360|1.42|146.03500|10
HR 6090|16 19 11.21|+49 02 17.2|5.91|STAR|44.75200|1.37|76.31330|-32
HR 6091|16 19 55.10|+39 42 31.0|5.46|STAR F3IV|45.37460|0.40|63.11810|-29
HR 6092|16 19 44.40|+46 18 47.9|3.89|STAR B5IV|45.03680|-0.15|72.48550|-14
HR 6093|16 22 04.39|+01 01 45.1|4.82|STAR F0V|33.22540|0.34|14.78400|-50
HR 6094|16 24 01.30|-39 11 35.2|5.40|STAR G5V|7.21270|0.62|341.62100|10
HR 6095|16 21 55.20|+19 09 11.2|3.75|STAR A9III|41.30000|0.27|35.25850|-35
HR 6096|16 22 38.90|-02 04 46.9|6.23|STAR B9V|31.40960|0.07|11.79280|-16
HR 6097|16 23 56.71|-33 11 57.8|6.47|STAR A0V|11.37260|0.01|345.99400|-2
HR 6098|16 28 28.10|-70 05 03.8|4.91|STAR F9V|-14.57370|0.55|319.53100|9
HR 6099|16 24 54.19|-45 20 57.1|6.33|STAR A2V|2.79880|0.19|337.30900|1
HR 61|00 16 42.50|-20 12 38.2|6.47|STAR B8III|-79.46680|-0.09|72.13240|19
HR 610|02 03 48.19|-00 20 25.1|5.93|STAR G5II|-58.06860|0.88|158.88500|24
HR 6100|16 24 31.70|-37 33 56.9|5.42|STAR B8IV|8.27170|-0.11|342.87200|9
HR 6101|16 18 09.41|+68 33 15.8|6.41|STAR K0|38.76880||101.34500|-11
HR 6102|16 33 27.00|-78 53 49.9|3.89|STAR G8III|-20.51070|0.91|312.68800|5
HR 6103|16 22 05.81|+30 53 30.8|4.85|STAR K0III|44.21070|0.97|50.77460|-29
HR 6104|16 24 06.19|-20 02 15.0|4.50|STAR K0II|20.18250|1.01|356.16900|0
HR 6105|16 24 39.60|-29 42 11.9|6.63|STAR G0IV|13.64990|0.59|348.71600|0
HR 6106|16 24 39.70|-29 42 16.9|5.84|STAR G0IV|13.64870|0.59|348.71500|-3
HR 6107|16 22 21.41|+33 47 57.1|5.20|STAR M2III|44.54950|1.60|54.81570|-13
HR 6108|16 22 29.21|+33 42 13.0|5.39|STAR K5III|44.51200|1.53|54.68670|-40
HR 6109|16 27 57.31|-64 03 29.2|5.27|STAR F4IV|-10.48060|0.36|324.06300|-5
HR 611|02 03 40.51|-04 06 13.0|5.62|STAR K5I|-61.23550|1.59|162.91500|25
HR 6110|16 22 56.50|+32 19 59.2|6.40|STAR A4V|44.24620|0.08|52.80080|-1
HR 6111|16 24 10.80|+06 56 53.2|5.85|STAR A2|35.77110|-0.01|21.30140|-33
HR 6112|16 25 35.21|-23 26 49.9|5.02|STAR B2IV|17.68660|0.24|353.68600|-10
HR 6113|16 25 35.11|-23 26 46.0|5.92|STAR B2V|17.68760||353.68700|-10
HR 6114|16 28 15.19|-58 35 58.9|5.69|STAR B9II|-6.77590|0.00|328.11900|2
HR 6115|16 27 11.09|-47 33 18.0|4.47|STAR B4V|0.97990|-0.07|336.00000|-12
HR 6116|16 17 30.31|+75 45 19.1|4.95|STAR F5V|35.32700|0.37|109.27600|-10
HR 6117|16 25 25.01|+14 01 59.9|4.57|STAR B9|38.62500|0.00|29.45660|-6
HR 6118|16 27 01.39|-18 27 23.0|4.42|STAR B2IV|20.67670|0.28|357.93300|-3
HR 6119|16 25 47.69|+18 53 33.0|6.70|STAR M7III|40.35010||35.34550|-28
HR 612|02 04 29.40|-29 17 48.8|4.69|STAR B9|-73.77810|-0.17|224.88800|19
HR 6120|16 29 45.00|-57 45 20.9|6.06|STAR G8I|-6.34130|1.48|328.87300|5
HR 6121|16 26 11.50|+11 24 27.0|6.11|STAR G8III|37.35890|1.03|26.52750|-21
HR 6122|16 28 14.69|-37 10 45.8|5.79|STAR K1III|8.00260|1.10|343.66800|-14
HR 6123|16 25 24.19|+37 23 38.0|5.54|STAR A5V|44.23380|0.17|59.90200|-1
HR 6124|16 26 50.11|+02 20 51.0|6.07|STAR G8III|32.90530|0.92|16.86840|4
HR 6125|16 30 49.39|-61 38 01.0|5.20|STAR K0II|-9.07760|1.23|326.09700|4
HR 6126|16 21 48.70|+69 06 33.8|5.25|STAR K2III|38.22810|1.12|101.79700|-8
HR 6127|16 24 25.30|+55 12 18.0|5.74|STAR A2|42.71490|0.00|84.44990|-4
HR 6128|16 27 43.49|-07 35 53.2|5.23|STAR M3III|27.21590|1.72|7.42930|99
HR 6129|16 27 48.10|-08 22 18.1|4.63|STAR A3|26.74560|0.17|6.73970|-31
HR 613|02 06 33.91|+22 38 53.9|5.03|STAR A2|-37.01570|0.11|144.77900|12
HR 6130|16 23 46.99|+61 41 48.1|5.67|STAR G8III|40.91340|0.96|92.82300|-24
HR 6131|16 29 42.31|-46 14 35.9|5.35|STAR B1I|1.57570|0.56|337.24500|-12
HR 6132|16 23 59.50|+61 30 51.1|2.74|STAR G8III|40.95120|0.91|92.58440|-14
HR 6133|17 15 59.30|-87 33 59.0|6.57|STAR G5III|-26.12200|0.91|305.41100|-4
HR 6134|16 29 24.41|-26 25 54.8|0.96|STAR M1I|15.06460|1.83|351.94700|-3
HR 6135|16 34 19.30|-70 59 17.2|5.50|STAR K1III|-15.53430|1.22|319.15500|-17
HR 6136|16 28 34.01|+00 39 54.0|5.39|STAR K4III|31.65660|1.46|15.43970|7
HR 6137|16 28 48.91|-08 07 44.0|6.48|STAR F2V|26.68590|0.40|7.12460|0
HR 6138|16 45 53.59|-83 14 20.0|6.57|STAR K4III|-23.46840|1.57|309.22200|-17
HR 6139|17 00 58.49|-86 21 51.8|6.04|STAR A2V|-25.39810|0.05|306.49800|7
HR 614|02 06 12.31|+08 14 51.0|6.31|STAR M2III|-50.25670|1.65|152.67200|-26
HR 6140|16 29 46.90|-14 33 02.9|5.68|STAR G2III|22.62080|0.82|1.64600|-31
HR 6141|16 30 12.41|-25 06 54.0|4.79|STAR B2V|15.79640|-0.11|353.09800|4
HR 6142|16 31 41.71|-41 49 00.8|5.33|STAR B1I|4.34780|0.33|340.72000|-14
HR 6143|16 31 22.90|-34 42 15.8|4.23|STAR B2III|9.21850|-0.16|345.94100|1
HR 6144|16 30 29.90|-07 30 54.0|6.50|STAR A7I|26.70620|0.37|7.95490|2
HR 6145|16 31 22.80|-26 32 16.1|6.10|STAR K1III|14.66280|1.08|352.16600|39
HR 6146|16 28 38.50|+41 52 54.1|5.04|STAR M6III|43.71480|1.52|66.15800|3
HR 6147|16 31 08.30|-16 36 46.1|4.28|STAR G8III|21.08270|0.92|0.12500|-34
HR 6148|16 30 13.20|+21 29 22.9|2.77|STAR G7III|40.21300|0.94|39.00780|-26
HR 6149|16 30 54.79|+01 59 02.0|3.82|STAR A0V|31.84500|0.01|17.12260|-14
HR 615|02 06 49.20|+25 42 16.9|6.15|STAR B9IV|-34.13550|-0.03|143.51900|-9
HR 6150|16 28 43.39|+51 24 28.1|6.29|STAR G9III|42.85820|1.05|79.20520|-16
HR 6151|16 35 44.81|-65 29 43.1|5.52|STAR G8III|-12.05810|0.93|323.53800|10
HR 6152|16 30 33.60|+20 28 45.1|5.25|STAR G8III|39.81870|1.29|37.78840|19
HR 6153|16 32 08.21|-21 27 59.0|4.45|STAR A7|17.82590|0.13|356.29900|3
HR 6154|16 31 13.39|+22 11 43.1|5.76|STAR|40.20600|1.61|39.98060|-26
HR 6155|16 34 04.99|-44 02 43.1|4.94|STAR B0I|2.51280|0.05|339.38000|9
HR 6156|16 30 06.00|+48 57 38.9|6.45|STAR A1V|42.99120|0.03|75.85470|-8
HR 6157|16 31 02.81|+35 13 30.0|6.25|STAR K5|42.92400|1.64|57.04550|24
HR 6158|16 32 35.69|+05 31 16.0|5.63|STAR B9III|33.25120|-0.06|21.00550|-27
HR 6159|16 32 36.29|+11 29 17.2|4.84|STAR K7III|35.97420|1.49|27.45920|3
HR 616|02 06 29.30|+00 02 06.0|6.28|STAR K0|-57.39600|0.90|159.58300|21
HR 6160|16 35 07.90|-45 14 40.9|6.46|STAR K2III|1.56410|1.34|338.62200|-56
HR 6161|16 27 58.99|+68 46 05.2|5.00|STAR A0III|37.86900|-0.06|101.10700|-7
HR 6162|16 31 47.30|+45 35 53.9|5.65|STAR A4V|43.01360|0.12|71.23980|-16
HR 6163|16 43 04.61|-77 31 03.0|4.24|STAR K0III|-20.06040|1.06|314.17300|-30
HR 6164|16 36 22.51|-42 51 32.0|5.47|STAR O9I|3.00600|0.40|340.53700|-36
HR 6165|16 35 52.99|-28 12 58.0|2.82|STAR B0V|12.80800|-0.25|351.53500|2
HR 6166|16 36 22.51|-35 15 20.2|4.16|STAR K6III|8.08970|1.57|346.22000|-2
HR 6167|16 38 52.70|-60 59 25.1|6.18|STAR B7V|-9.37070|-0.08|327.23500|-7
HR 6168|16 34 06.19|+42 26 12.8|4.20|STAR B9V|42.69910|-0.01|66.91070|-11
HR 6169|16 35 26.30|+17 03 25.9|6.41|STAR A2V|37.55590|0.05|34.18160|-9
HR 617|02 07 10.39|+23 27 45.0|2.00|STAR K2III|-36.20540|1.15|144.57800|-14
HR 6170|16 32 25.70|+60 49 23.9|5.94|STAR A2V|40.19950|0.02|91.30350|-9
HR 6171|16 36 21.50|-02 19 28.9|5.75|STAR K2V|28.41180|0.82|13.72500|-15
HR 6172|16 41 23.30|-68 17 46.0|5.91|STAR B7IV|-14.28570|-0.08|321.70400|-43
HR 6173|16 25 43.10|+78 57 50.0|5.56|STAR F0V|33.27950|0.26|112.31500|-12
HR 6174|16 38 26.21|-43 23 55.0|5.83|STAR B2IV|2.36520|-0.02|340.38800|1
HR 6175|16 37 09.50|-10 34 01.9|2.56|STAR O9V|23.58790|0.02|6.28090|-15
HR 6176|16 36 43.01|+15 29 53.2|6.30|STAR B9|36.68730|-0.11|32.51280|0
HR 6177|16 40 50.50|-60 26 46.0|6.18|STAR F2III|-9.19700|0.48|327.81200|4
HR 6178|16 39 05.21|-37 13 03.0|5.91|STAR B9V|6.37990|0.00|345.10400|3
HR 6179|16 38 01.61|-06 32 17.2|6.09|STAR A0|25.73490|0.16|10.04050|-22
HR 618|02 08 40.51|+58 25 25.0|5.67|STAR A1I|-2.94290|0.61|132.91600|-36
HR 6180|16 31 28.10|+72 36 42.8|6.30|STAR K2III|35.99190|1.32|105.31900|-33
HR 6181|16 37 48.00|+13 41 12.8|6.31|STAR F5IV|35.73400|0.41|30.57670|-21
HR 6182|16 43 22.10|-67 25 57.0|6.03|STAR A0V|-13.88560|0.02|322.51600|-2
HR 6183|16 36 11.21|+46 36 47.9|5.79|STAR G8II|42.18950|1.04|72.55160|-15
HR 6184|16 36 11.50|+52 54 01.1|5.53|STAR B9V|41.48490|-0.07|80.94030|-9
HR 6185|16 36 13.70|+52 55 27.8|5.08|STAR B9V|41.47550|-0.04|80.97090|-10
HR 6186|16 36 14.09|+52 55 27.1|6.53|STAR A1V|41.47460|-0.06|80.97030|-18
HR 6187|16 41 20.30|-48 45 47.2|5.65|STAR O5III|-1.57400|0.13|336.71100|23
HR 6188|16 41 40.20|-49 39 06.1|5.65|STAR B1I|-2.20130|-0.03|336.07900|6
HR 6189|16 39 39.10|-09 33 15.8|6.35|STAR F3V|23.67990|0.48|7.56970|-19
HR 619|02 08 33.60|+44 27 33.8|6.42|STAR G8III|-16.27360||137.14400|24
HR 6190|16 40 34.51|-20 24 31.0|6.26|STAR|16.96660|1.08|358.46300|33
HR 6191|16 30 38.81|+77 26 48.1|6.34|STAR K1III|33.81980|1.00|110.58800|-32
HR 6192|16 41 45.50|-33 08 47.0|5.87|STAR G3III|8.63720|0.65|348.56600|-8
HR 6193|16 41 36.19|-24 28 05.2|6.09|STAR F0V|14.23450|0.20|355.33500|-47
HR 6194|16 40 35.11|+04 12 25.9|6.93|STAR A3IV|30.87310|0.13|20.79400|-28
HR 6195|16 40 38.71|+04 13 10.9|5.77|STAR A1V|30.86610|-0.02|20.81520|-34
HR 6196|16 41 34.39|-17 44 31.9|4.96|STAR G7II|18.42550|1.11|0.81870|-25
HR 6197|16 43 03.41|-46 04 14.2|6.23|STAR F5I|-0.01870|0.85|338.92900|-16
HR 6198|16 36 55.01|+63 04 22.1|6.16|STAR K5|39.03270|1.53|93.89240|-42
HR 6199|16 38 00.41|+56 00 56.2|5.29|STAR K1III|40.66560|1.08|84.94300|-19
HR 62|00 17 09.10|+47 56 51.0|5.89|STAR B7III|-14.52970|-0.09|117.01200|-9
HR 620|02 08 29.30|+37 51 33.1|4.82|STAR A5IV|-22.54930|0.12|139.31300|8
HR 6200|16 38 44.90|+48 55 41.9|4.90|STAR M2III|41.58270|1.55|75.60780|-55
HR 6201|16 41 11.50|-01 00 02.2|6.24|STAR A7III|28.09680|0.30|15.72800|-12
HR 6202|16 41 53.71|-19 55 27.8|5.57|STAR F4IV|17.02380|0.43|359.06100|5
HR 6203|16 40 51.41|+12 23 42.0|6.08|STAR A3V|34.52600|0.05|29.50790|-32
HR 6204|16 46 40.01|-67 06 34.9|5.13|STAR A0|-13.93280|-0.08|322.98100|-2
HR 6205|16 41 42.50|+01 10 52.0|5.74|STAR F2III|29.11760|0.32|17.92930|-45
HR 6206|16 43 45.50|-41 07 08.0|6.20|STAR A4V|3.13190|0.14|342.75300|-26
HR 6207|16 44 39.79|-53 09 09.0|5.96|STAR G8III|-4.84680|1.26|333.73500|-2
HR 6208|16 41 00.60|+24 51 31.0|6.06|STAR K2|38.81760|1.31|44.12030|-68
HR 6209|16 43 53.90|-41 06 47.2|6.12|STAR B6V|3.11580|-0.07|342.77400|-2
HR 621|02 10 07.80|+53 50 35.2|6.31|STAR G8III|-7.25450|0.95|134.48200|10
HR 6210|16 43 47.59|-38 09 24.1|6.05|STAR B9II|5.06090|-0.06|345.00700|7
HR 6211|16 43 38.71|-32 06 22.0|6.46|STAR B8V|9.00770|-0.08|349.62900|-3
HR 6212|16 41 17.21|+31 36 11.2|2.81|STAR G0IV|40.28930|0.65|52.66110|-70
HR 6213|16 41 36.70|+26 55 00.8|5.92|STAR F2III|39.22010|0.40|46.72430|-12
HR 6214|16 44 42.60|-40 50 22.9|5.71|STAR B3V|3.17810|-0.12|343.08200|12
HR 6215|16 46 21.19|-58 30 13.0|5.74|STAR B2IV|-8.47880|-0.09|329.77100|-16
HR 6216|16 44 17.30|-27 27 22.0|6.58|STAR A2V|11.87480|0.10|353.35400|-26
HR 6217|16 48 39.89|-69 01 40.1|1.92|STAR K2II|-15.25880|1.44|321.53600|-3
HR 6218|16 45 00.19|-28 30 34.9|6.02|STAR A3IV|11.08400|0.09|352.62600|-55
HR 6219|16 47 19.51|-58 20 29.0|5.58|STAR B0I|-8.47330|-0.08|329.97900|-53
HR 622|02 09 32.59|+34 59 13.9|3.00|STAR A5III|-25.19850|0.14|140.54800|10
HR 6220|16 42 53.81|+38 55 19.9|3.53|STAR G7III|40.90350|0.92|62.28090|8
HR 6221|16 46 47.81|-39 22 37.9|5.48|STAR K0III|3.82350|0.98|344.45600|-9
HR 6222|16 43 51.70|+34 02 20.0|5.99|STAR F2III|40.15790|0.29|55.92470|-10
HR 6223|16 40 55.10|+64 35 21.1|4.83|STAR K0III|38.15530|1.22|95.57240|0
HR 6224|16 45 29.69|+01 01 13.1|6.03|STAR B9III|28.22110|-0.02|18.32090|-13
HR 6225|16 46 51.29|-25 31 43.0|6.71|STAR|12.64240|1.18|355.25700|2
HR 6226|16 42 58.39|+55 41 25.1|6.16|STAR A2V|40.04160|0.07|84.35280|-45
HR 6227|16 45 22.51|+15 44 43.1|5.56|STAR M3III|34.85540|1.66|33.77630|-19
HR 6228|16 45 49.90|+08 34 57.0|5.15|STAR K5III|31.77400|1.53|26.03360|-21
HR 6229|16 49 47.09|-59 02 29.0|3.76|STAR K5III|-9.16370|1.57|329.63500|9
HR 623|02 09 25.30|+25 56 22.9|4.98|STAR F2III|-33.70930|0.33|144.08000|1
HR 6230|16 45 11.71|+43 13 01.9|6.05|STAR K4III|40.67120|1.40|67.97510|-13
HR 6231|16 52 17.40|-67 40 54.8|6.32|STAR K2III|-14.71020|1.28|322.85400|8
HR 6232|16 47 09.79|+02 03 51.8|6.10|STAR A3V|28.38670|0.14|19.58400|-6
HR 6233|16 51 53.90|-65 22 32.2|6.13|STAR B8II|-13.28210|-0.02|324.72100|-10
HR 6234|16 47 46.39|+05 14 48.1|5.24|STAR B9|29.80460|-0.02|22.84920|-16
HR 6235|16 48 27.00|-14 54 33.8|6.03|STAR A0V|18.80610|0.20|4.25450|-26
HR 6236|16 50 35.90|-50 02 44.2|6.47|STAR A5III|-3.55220|0.31|336.71400|25
HR 6237|16 45 17.81|+56 46 54.8|4.85|STAR F2V|39.52980|0.38|85.67610|-4
HR 6238|16 37 52.90|+78 55 05.9|6.32|STAR G9III|32.79420|1.14|111.92600|-20
HR 6239|16 48 08.90|+13 35 26.2|6.35|STAR G5III|33.39390|0.87|31.69900|1
HR 624|02 09 23.09|+17 13 27.8|6.43|STAR F5V|-41.78650||148.23000|11
HR 6240|16 49 27.79|-15 40 03.0|6.10|STAR A5V|18.16170||3.76100|-2
HR 6241|16 50 09.79|-34 17 35.9|2.29|STAR K2III|6.56090|1.15|348.81100|-3
HR 6242|16 47 19.80|+42 14 20.0|5.87|STAR M4III|40.25190|1.61|66.70410|-7
HR 6243|16 49 49.99|-10 46 59.2|4.65|STAR F7IV|20.92330|0.47|8.03780|-1
HR 6244|16 50 59.81|-37 30 51.8|6.11|STAR B9|4.38570|0.12|346.41800|-17
HR 6245|16 51 33.70|-41 13 50.2|5.22|STAR O8I|1.93800|0.07|343.61600|-65
HR 6246|16 49 34.61|+13 15 41.0|5.91|STAR A1V|32.94320|0.03|31.50700|-23
HR 6247|16 51 52.20|-38 02 51.0|3.08|STAR B1V|3.91400|-0.20|346.11500|-25
HR 6248|16 50 22.30|-02 39 14.0|6.32|STAR F1III|25.27620|0.42|15.50680|31
HR 6249|16 52 19.10|-41 51 15.8|6.49|WOLF RAYET STAR WN|1.43220|0.23|343.22400|25
HR 625|02 08 45.70|-17 46 45.8|6.10|STAR M2III|-69.87410|1.61|189.29400|14
HR 6250|16 50 19.39|+07 14 52.1|5.49|STAR A3|30.17750|0.10|25.23430|-4
HR 6251|16 54 00.50|-57 54 33.8|5.94|STAR M1III|-8.88850|1.59|330.87900|-41
HR 6252|16 52 20.11|-38 01 03.0|3.57|STAR B2IV|3.86220|-0.21|346.19600|1
HR 6253|16 55 24.70|-63 16 10.9|6.02|STAR A0III|-12.30640|0.05|326.67400|-9
HR 6254|16 49 14.21|+45 58 59.9|4.82|STAR A2V|39.96040|0.09|71.60600|-1
HR 6255|16 51 24.89|+01 12 58.0|5.51|STAR A2V|27.04240|0.05|19.35460|-26
HR 6256|16 49 40.49|+43 25 50.2|6.13|STAR K0IV|39.86140|1.26|68.27870|-20
HR 6257|16 53 42.50|-43 03 02.9|5.96|STAR M3II|0.47610|1.73|342.46000|-12
HR 6258|16 50 39.00|+29 48 24.1|5.72|STAR M1III|37.95780|1.60|50.91160|-10
HR 6259|16 50 43.10|+32 33 13.0|6.13|STAR K0III|38.49740|1.01|54.34050|-30
HR 626|02 13 21.19|+74 01 40.1|6.29|STAR G8III|12.06140|0.91|128.58200|-37
HR 6260|16 54 01.80|-41 48 23.0|5.45|STAR B0I|1.21570|0.19|343.46300|-6
HR 6261|16 53 58.80|-41 59 40.9|6.32|STAR B1I|1.10410|0.50|343.31100|-36
HR 6262|16 53 59.69|-42 21 43.9|4.73|STAR B1I|0.87000|0.49|343.02700|-26
HR 6263|16 54 11.81|-41 51 01.1|6.45|STAR O9I|1.16390|0.20|343.44800|-24
HR 6264|16 50 36.10|+41 53 48.1|6.29|STAR|39.62980|1.08|66.29410|-37
HR 6265|16 54 19.61|-41 49 12.0|6.59|STAR|1.16420|0.21|343.48700|-44
HR 6266|16 54 26.90|-42 28 44.0|5.88|STAR F5I|0.73150|0.64|342.99000|-24
HR 6267|16 43 06.00|+77 30 51.1|5.98|STAR F4V|33.18920|0.42|110.28800|7
HR 6268|16 52 04.90|+14 58 27.1|6.52|STAR B9|33.06630|-0.05|33.66890|-23
HR 6269|16 53 25.20|-20 24 56.2|5.88|STAR G3V|14.57940|0.68|0.36760|-17
HR 627|02 11 28.99|+57 38 44.9|6.36|STAR B5I|-3.57330|0.33|133.50500|-34
HR 6270|16 51 45.31|+24 39 23.0|5.04|STAR K0III|36.41850|1.25|44.73290|-16
HR 6271|16 54 34.99|-42 21 41.0|3.62|STAR K4III|0.78620|1.37|343.09600|-19
HR 6272|16 54 58.39|-41 09 04.0|5.77|STAR O8I|1.49100|0.15|344.08300|-140
HR 6273|16 54 36.00|-30 35 13.9|6.35|STAR A7III|8.15540|0.21|352.31400|1
